Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
13/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232260046000010183230',Travel-Other Travel
12/08/2023,ASDA STORE TOTTENHAM HA LONDON,3.05,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232260046000010145256',Miscellaneous-Other
12/08/2023,Google Storage          SAO PAULO,1.16,"Foreign Spend Amount: 6,99 BRAZILIAN REAL Commission Amount: 0.03 Currency Exchange Rate: 6.1858",Google Storage          SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT232260046000010205778',General Purchases-Online Purchases
12/08/2023,LUCKY VOICE             London,12.94,,LUCKY VOICE             London,84 CHANCERY LANE,LONDON,WC2A 1DL,UNITED KINGDOM OF GB AND NI,'AT232250037000010261473',Entertainment-Bars & Cafés
12/08/2023,SAKAGURA                LONDON,99.28,,SAKAGURA                LONDON,8 HEDDON ST,LONDON,W1B 4BU,UNITED KINGDOM OF GB AND NI,'AT232250037000010202189',Entertainment-Restaurants
12/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232250037000010218915',Travel-Other Travel
11/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,13.86,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232240027000010212212',General Purchases-Online Purchases
11/08/2023,ASDA STORE TOTTENHAM HA LONDON,5.25,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232260046000010145518',Miscellaneous-Other
11/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,21.19,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232240027000010200251',Entertainment-Restaurants
11/08/2023,EBAY COMMERCE UK LTD*EB LONDON,83.32,,EBAY COMMERCE UK LTD*EB LONDON,HOTHAM HOUSE 1 HERON SQUARE,RICHMOND,TW9 1EJ,UNITED KINGDOM OF GB AND NI,'AT232230037000010228819',General Purchases-Online Purchases
10/08/2023,DMN/LUCKYVOICEHOLBORN   COLCHESTER,150.00,,DMN/LUCKYVOICEHOLBORN   COLCHESTER,"SCHOOL LANE STRATFORD STREET
THE OLD SCHOOL",COLCHESTER,CO7 6LZ,UNITED KINGDOM OF GB AND NI,'AT232230037000010152670',Business Services-Professional Services
09/08/2023,MCDONALDS RESTAURANTS L LONDON,11.71,GOODS,MCDONALDS RESTAURANTS L LONDON,FRIERN BRIDGE RETAIL PARK,FRIERN BARNET,N11 3PW,UNITED KINGDOM OF GB AND NI,'AT232220036000010139754',Miscellaneous-Other
09/08/2023,OCADO                   HATFIELD,81.74,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232210036000010159471',General Purchases-Groceries
09/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.65,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232220036000010201608',Travel-Other Travel
09/08/2023,UBER TRIP               AMSTERDAM,14.94,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232220036000010180155',Miscellaneous-Other
08/08/2023,APPLE.COM/BILL          HOLLYHILL,5.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232200071000010020438',General Purchases-Computer Supplies
08/08/2023,ASDA STORE TOTTENHAM HA LONDON,24.35,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232210036000010154261',Miscellaneous-Other
08/08/2023,SP PRODBRASILEIROS      ESSEX,45.78,,SP PRODBRASILEIROS      ESSEX,UNIT 10 HARLOW MILL BUSINESS CENTRE RIV,ESSEX,CM20 2FD,UNITED KINGDOM OF GB AND NI,'AT232210036000010174041',General Purchases-Groceries
07/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,50.56,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232200043000010200809',General Purchases-Online Purchases
07/08/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232200043000010184153',Entertainment-Restaurants
07/08/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232200043000010184642',Entertainment-Restaurants
07/08/2023,DIGITALOCEAN.COM        SURREY,1.62,Foreign Spend Amount: 2.00 UNITED STATES DOLLAR Commission Amount: 0.05 Currency Exchange Rate: 1.2738,DIGITALOCEAN.COM        SURREY,"3RD FLOOR STREET NICHOLAS WEST
CHANCERY HOUSE",SURREY,SM1,UNITED KINGDOM OF GB AND NI,'AT232190046000010199050',General Purchases-Computer Supplies
06/08/2023,JUST EAT.CO.UK LTD      LONDON,14.47,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232190046000010181114',Entertainment-Restaurants
06/08/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,21.99,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT232190046000010209267',General Purchases-Online Purchases
06/08/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,24.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT232190046000010209266',General Purchases-Online Purchases
05/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,86.18,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232180037000010143608',Entertainment-Restaurants
05/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232180037000010190452',Travel-Other Travel
04/08/2023,HEAVEN                  London,9.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232160044000010160152',Entertainment-Bars & Cafés
04/08/2023,HEAVEN                  London,9.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232160044000010179400',Entertainment-Bars & Cafés
04/08/2023,HEAVEN                  London,14.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232160044000010179401',Entertainment-Bars & Cafés
04/08/2023,JUST EAT.CO.UK LTD      LONDON,19.31,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232170037000010134670',Entertainment-Restaurants
04/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232170037000010159489',Travel-Other Travel
04/08/2023,UBER TRIP               AMSTERDAM,24.90,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232160072000010018423',Miscellaneous-Other
03/08/2023,3CPAYMENT*STARBUCKS TOT LONDON,9.35,,3CPAYMENT*STARBUCKS TOT LONDON,1 ASHLEY ROAD,LONDON,N17 9LP,UNITED KINGDOM OF GB AND NI,'AT232160044000010136287',Miscellaneous-Other
03/08/2023,AMAZON.CO.UK*5U8TW6ME5  AMAZON.CO.UK,18.25,,AMAZON.CO.UK*5U8TW6ME5  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT232160044000010195381',General Purchases-Online Purchases
03/08/2023,CO-OP WALTHAMSTOW 10534 LONDON,8.50,THE COOPERATIVE,CO-OP WALTHAMSTOW 10534 LONDON,5A5B BLACKHORSE LANE WALTHAMSTOW,LONDON,E17 6SX,UNITED KINGDOM OF GB AND NI,'AT232160044000010156232',General Purchases-Groceries
03/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,36.18,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232160044000010148254',Entertainment-Restaurants
03/08/2023,HEAVEN                  London,9.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232160044000010179369',Entertainment-Bars & Cafés
03/08/2023,HEAVEN                  London,42.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232160044000010179370',Entertainment-Bars & Cafés
03/08/2023,TESCO STORE 2283 2283TE WALTHAMSTOW,5.45,,TESCO STORE 2283 2283TE WALTHAMSTOW,"UNIT 1 BLACKHORSE POFOREST ROAD
WALTHAMSTOW",LONDON,E17 6ZL,UNITED KINGDOM OF GB AND NI,'AT232160044000010149030',Miscellaneous-Other
03/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.50,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232160044000010144061',Travel-Other Travel
03/08/2023,UBER TRIP               AMSTERDAM,13.98,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232160072000010020829',Miscellaneous-Other
02/08/2023,APPLE.COM/BILL          HOLLYHILL,6.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232150075000010017562',General Purchases-Computer Supplies
02/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,23.05,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232150044000010184266',Entertainment-Restaurants
02/08/2023,DOMINOS PIZZA Dominos P MILTON KEYNES,34.48,,DOMINOS PIZZA Dominos P MILTON KEYNES,1 THORNBURY WEST ASHLAND,MILTON KEYNES,MK6 4BB,UNITED KINGDOM OF GB AND NI,'AT232150044000010142951',Entertainment-Bars & Cafés
02/08/2023,ZAPP - QUICK COMMERCE L NA,18.93,,ZAPP - QUICK COMMERCE L NA,"42 44 BUCKHU
1ST FLOOR
BUCKHURST HOUSE",NA,TN13 1LZ,UNITED KINGDOM OF GB AND NI,'AT232150044000010172857',General Purchases-Groceries
01/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,11.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232140044000010148528',General Purchases-Online Purchases
01/08/2023,DELIVEROO PLUS - UK     LONDON,7.99,,DELIVEROO PLUS - UK     LONDON,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232130029000010138044',Entertainment-Restaurants
01/08/2023,NETFLIX.COM             SAO PAULO,13.89,"Foreign Spend Amount: 81,70 BRAZILIAN REAL Commission Amount: 0.40 Currency Exchange Rate: 6.0563",NETFLIX.COM             SAO PAULO,"""AV BERNARDINO DE CAMPOS,98""
SAO PAULO",,04004040,BRAZIL,'AT232130029000010161410',Communications-Internet Communication
31/07/2023,3CPAYMENT*STARBUCKS TOT LONDON,4.85,,3CPAYMENT*STARBUCKS TOT LONDON,1 ASHLEY ROAD,LONDON,N17 9LP,UNITED KINGDOM OF GB AND NI,'AT232130029000010168852',Miscellaneous-Other
31/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232130029000010151579',Travel-Other Travel
31/07/2023,UBER TRIP               AMSTERDAM,19.52,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232130029000010165553',Miscellaneous-Other
30/07/2023,JUST EAT.CO.UK LTD      LONDON,18.54,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232120046000010194582',Entertainment-Restaurants
30/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232120046000010200536',Travel-Other Travel
29/07/2023,OCADO                   HATFIELD,51.04,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232110037000010180071',General Purchases-Groceries
29/07/2023,SPORTAS LIMITED         LONDON,10.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232110037000010172826',Entertainment-Sports Events
29/07/2023,THE GYM GROUP           CROYDON,13.50,Monthly membership fee,THE GYM GROUP           CROYDON,12-16 ADDISCOMBE ROAD,CROYDON,CR0 0XT,UNITED KINGDOM OF GB AND NI,'AT232110037000010241951',Entertainment-Clubs
28/07/2023,HEAVEN                  London,4.60,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010151630',Entertainment-Bars & Cafés
28/07/2023,HEAVEN                  London,4.60,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010198000',Entertainment-Bars & Cafés
28/07/2023,HEAVEN                  London,9.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010151632',Entertainment-Bars & Cafés
28/07/2023,HEAVEN                  London,9.20,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010197996',Entertainment-Bars & Cafés
27/07/2023,HEAVEN                  London,1.00,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010151832',Entertainment-Bars & Cafés
27/07/2023,HEAVEN                  London,12.65,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010151837',Entertainment-Bars & Cafés
27/07/2023,HEAVEN                  London,12.65,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010175019',Entertainment-Bars & Cafés
27/07/2023,HEAVEN                  London,12.65,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232090045000010175023',Entertainment-Bars & Cafés
27/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232090045000010176030',Travel-Other Travel
27/07/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,34.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT232080047000010180542',General Purchases-Online Purchases
26/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,42.19,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232080047000010180713',Entertainment-Restaurants
26/07/2023,EXPRESSVPN.COM          310-601-8492,93.52,Foreign Spend Amount: 116.95 UNITED STATES DOLLAR Commission Amount: 2.72 Currency Exchange Rate: 1.2879,EXPRESSVPN.COM          310-601-8492,251 LITTLE FLS DR,WILMINGTON,19808-1674,UNITED STATES,'AT232090045000010211524',General Purchases-Computer Supplies
26/07/2023,M&S BISHOPS STORTFORD   GREATER LONDON,50.30,GOODS,M&S BISHOPS STORTFORD   GREATER LONDON,6 CITY NORTH PLACE,LONDON,N4 3FU,UNITED KINGDOM OF GB AND NI,'AT232080047000010159060',General Purchases-Department Stores
26/07/2023,OCADO                   HATFIELD,42.74,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232070045000010134613',General Purchases-Groceries
26/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,4.20,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232080047000010151229',Travel-Other Travel
25/07/2023,AMAZON.CO.UK*439ZT4N55  AMAZON.CO.UK,25.99,,AMAZON.CO.UK*439ZT4N55  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT232070074000010016797',General Purchases-Online Purchases
25/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,7.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232070074000010016638',General Purchases-Online Purchases
25/07/2023,JUST EAT.CO.UK LTD      LONDON,18.98,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232070045000010198385',Entertainment-Restaurants
25/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232070045000010171094',Travel-Other Travel
24/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,19.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232060036000010132746',General Purchases-Online Purchases
24/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,11.79,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232060036000010183843',Entertainment-Restaurants
23/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,6.19,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232060036000010147040',General Purchases-Online Purchases
23/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,8.95,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232050069000010016317',General Purchases-Online Purchases
23/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,11.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232060036000010147074',General Purchases-Online Purchases
23/07/2023,JUST EAT.CO.UK LTD      LONDON,18.43,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232050046000010153265',Entertainment-Restaurants
23/07/2023,ODEON CINEMAS           LONDON,32.50,,ODEON CINEMAS           LONDON,UNIT 13ESTHER ANNE PLACE,ISLINGTON,N1 1UL,UNITED KINGDOM OF GB AND NI,'AT232040058000010013234',Entertainment-Theatrical Events
23/07/2023,PAYMENT RECEIVED - THANK YOU,-2335.03,,PAYMENT RECEIVED - THANK YOU,,,,,'AT232040096000010005294',
22/07/2023,OCADO                   HATFIELD,56.05,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232040037000010241271',General Purchases-Groceries
22/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232040037000010187407',Travel-Other Travel
21/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,14.45,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232020074000010018216',General Purchases-Online Purchases
21/07/2023,APPLE.COM/BILL          HOLLYHILL,6.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232020074000010013630',General Purchases-Computer Supplies
21/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,23.36,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232030035000010204127',Entertainment-Restaurants
21/07/2023,JUST EAT.CO.UK LTD      LONDON,16.44,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232030035000010156142',Entertainment-Restaurants
21/07/2023,TESCO STORE 6490 6490TE LONDON,1.70,,TESCO STORE 6490 6490TE LONDON,HALE VILLAGE,LONDON,N17 9NE,UNITED KINGDOM OF GB AND NI,'AT232020046000010194716',General Purchases-Groceries
20/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,22.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232020046000010196017',General Purchases-Online Purchases
20/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,16.18,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232020046000010186931',Entertainment-Restaurants
20/07/2023,JUST EAT.CO.UK LTD      LONDON,17.99,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232020046000010174054',Entertainment-Restaurants
19/07/2023,AMAZON.CO.UK*DK8C12ZD5  AMAZON.CO.UK,27.99,,AMAZON.CO.UK*DK8C12ZD5  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT232010047000010168315',General Purchases-Online Purchases
19/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,23.27,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232020046000010196731',General Purchases-Online Purchases
19/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,10.99,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232010047000010198815',Entertainment-Restaurants
19/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,14.97,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232010047000010159875',Entertainment-Restaurants
